entropía
7,87037269720063
7,98326718056068
7,11838199065459
7,30329893735809
7,98431458126008
7,46347804219583
7,98222482019169
7,9734780104518
7,09605262686013
7,96941088641274
7,09514563618168
7,91981284908246
7,07814303361197
7,87037269720063
7,11838199065459
7,06771343783503
7,58575802920198
7,09514563618168
7,98451075587951
7,86811306649544
7,96443629863418
7,96478774560341
7,15634741615038
7,97716930544451
7,87037269720063
7,96095782325181
7,38475465544282
7,11838199065459
7,08480508014931
7,09514563618168
7,98460251614185
7,97732629759469
7,88656710906121
7,98481120983319
7,92561266867191
7,11838199065459
7,91573716327579
7,98326718056068
7,98038371568127
7,4648364348401
7,09605262686013
7,87037269720063
7,08452860289904
7,98165036453256
7,98428790904465
7,92369596593181
7,9839529997117
7,91874080607236
7,45424069065992
7,11838199065459
7,94945294519478
7,98416924426702
7,98415461740337
7,06673964909074
7,13108525767884
7,98413988418187
7,98428790904465
7,87037269720063
7,11838199065459
7,09605262686013
7,86633251245971
7,98227577360921
7,08119953025276
7,97551811538903
7,98374985198038
7,87037269720063
7,48780138698988
7,98428790904465
7,3471316532597
7,11838199065459
7,98413988418187
7,92637819946743
7,97947718477282
7,0725242922628
7,98413988418187
7,98428790904465
7,09514563618168
7,11838199065459
7,98374985198038
7,87037269720063
7,08480508014931
7,09605262686013
7,08607000631275
7,98374985198038
7,87037269720063
7,98232031540148
7,98428790904465
7,98413988418187
7,92637819946743
7,97768862200166
7,11838199065459
7,86668009285169
7,87037269720063
7,98413988418187
7,98428790904465
7,98211731817588
7,11838199065459
7,84339025022796
7,07899011374089
7,09605262686013
7,84989139356092
7,98398526472882
7,98415626824372
7,98374985198038
7,11838199065459
7,98232031540148
7,97954487998781
7,98298437160231
7,09514563618168
7,07836300890763
7,97893133901392
7,84980215472749
7,93121085736965
7,9741986537353
7,91573716327579
7,98431666823202
7,7740205685452
7,98163740284904
7,98413988418187
7,87037269720063
7,11838199065459
7,98428790904465
7,97489213957504
7,98149240291133
7,08607000631275
7,93121085736965
7,98224068784662
7,80646148570078
7,98298437160231
7,98413988418187
7,9836695623408
7,92637819946743
7,98428790904465
7,11838199065459
7,98411776183849
7,9019350025017
7,09514563618168
7,98136978471825
7,78288319546578
7,08607000631275
7,06626165440522
7,9731669849123
7,07307572977209
7,98125083613194
